,Unnamed: 0,id,name,tw97x,tw97y,location,wgs84x,wgs84y,area,type,type2,summary,address,tel,payex_major,payex,serviceTime,totalcar,totalmotor,totalbike,totalbus,Pregnancy_First,Handicap_First,totallargemotor,ChargingStation,Taxi_OneHR_Free,AED_Equipment,CellSignal_Enhancement,Accessibility_Elevator,Phone_Charge,Child_Pickup_Area,ChargeStation.StationName,ChargeStation.StationAddr,ChargeStation.locLongitude,ChargeStation.locLatitude,ChargeStation.openFlag,ChargeStation.isCharge,ChargeStation.contactName,ChargeStation.contactMobilNo,ChargeStation.scoketCount,ChargeStation.availableCount,ChargeStation.country,ChargeStation.town,FareInfo.WorkingDay,FareInfo.Holiday,EntranceCoord.EntrancecoordInfo
10,10.0,016,中山堂地下停車場,301507.707,2770749.58,"(25.044012218775826, 121.51045808475631)",121.51045808475632,25.044012218775826,中正區,1.0,1.0,立體式小型車440格(含身心障礙停車位9格)。,延平南路98號地下,2312-0612,40.0,"週一至週五(8-20)計時40元，(20-8)計時10元，週六、日及政府行政機關放假之紀念日與民俗節日(10-20)計時40元，(20-10)計時10元，月租全日4,600元，日間(07-19)3,600元，夜間(19-08)1,000元。",00:00:00~23:59:59,431.0,0.0,0.0,0.0,8.0,8.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,中山堂,臺北市中正區延平南路98-1號B1,121.51104199999999,25.044052999999998,Y,N,李菁萍,2312-0612,2.0,0.0,臺北市,中正區,"[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~20', 'Fare': '40'}, {'Period': '20~24', 'Fare': '10'}]","[{'Period': '00~10', 'Fare': '10'}, {'Period': '10~20', 'Fare': '40'}, {'Period': '20~24', 'Fare': '10'}]","[{'Xcod': '25.044164', 'Ycod': '121.510693', 'Address': '武昌街一段'}]"
11,11.0,018,洛陽綜合立體停車場,301043.408,2771216.58,"(25.048244019856007, 121.50587417219158)",121.50587417219158,25.04824401985601,萬華區,1.0,1.0,立體式小型車1676格(含身心障礙停車位64格)。立體式機車277格(含身心障礙停車位6格)。,環河南路1段1號,23812484,20.0,"計時：小型車週一至週五20元/時(08-22)，10元/時(22-08)，週六、週日及政府行政機關放假之紀念日與民俗節日20元/時(08-10)，30元/時(10-22)，10元/時(22-08)。月租：小型車全日4,000元/月，日間2,400元/月(07-20)，夜間900元/月(20-07)，機車300元/月。計次：機車20元/次(隔日另計)。",00:00:00~23:59:59,1718.0,283.0,0.0,0.0,33.0,64.0,18,2,0.0,0.0,0.0,0.0,0.0,0.0,萬華洛陽立體停車場,台北市萬華區環河南路一段1號B1,121.50498,25.0477,N,N,江場長,,2.0,0.0,台北市,萬華區,"[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '20'}, {'Period': '22~24', 'Fare': '10'}]","[{'Period': '22~08', 'Fare': '10'}, {'Period': '08~10', 'Fare': '20'}, {'Period': '10~22', 'Fare': '30'}, {'Period': '22~24', 'Fare': '10'}]","[{'Xcod': '25.047658', 'Ycod': '121.504884', 'Address': '環河南路一段'}, {'Xcod': '25.047581', 'Ycod': '121.504626', 'Address': '環河快速道路(市民大道 三重)'}, {'Xcod': '25.04762834', 'Ycod': '121.5052366', 'Address': '環河快速道路(市民大道 三重)'}, {'Xcod': '25.04832815', 'Ycod': '121.5062285', 'Address': '昆明街'}]"
12,12.0,019,塔城公園地下停車場,301557.525,2771503.76,"(25.050819231969136, 121.51098000202803)",121.51098000202805,25.050819231969136,大同區,1.0,1.0,立體式小型車151格(含身心障礙停車位4格)。,塔城街11號地下,2559-0032,30.0,"計時：30元/時，全程以半小時計費。全日月票5,760元，夜間月票3,000元(21-8)。",00:00:00~23:59:59,159.0,0.0,0.0,0.0,5.0,4.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,塔城公園地下停車場,臺北市大同區大同區塔城街11號,121.50854309999998,25.0509396,Y,N,黃松碇,2559-0032,2.0,2.0,臺北市,大同區,"[{'Period': '00~24', 'Fare': '30'}]","[{'Period': '00~24', 'Fare': '30'}]","[{'Xcod': '25.050878', 'Ycod': '121.510586', 'Address': '塔城街'}]"
13,13.0,020,百齡高中地下停車場,302855.945,2775422.3,"(25.086150675680617, 121.5239985439963)",121.5239985439963,25.086150675680614,士林區,1.0,1.0,立體式小型車232格(含身心障礙停車位5格)。,承德路4段175號地下,2882-3992,10.0,"計時：週一至週四(0-9)10元/時，(9-22)40元/時，(22-24)10元/時；週五至週日與行政機關放假之紀念日與民俗日(0-1)50元/時，(01-12)10元/時，(12-24)10元/時，全程半小時計費。月租：日間月票(07-19)1,500元，夜間月票(21-08)1,500元。",00:00:00~23:59:59,236.0,0.0,0.0,0.0,6.0,5.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,百齡高中,臺北市士林區承德路四段175號,121.52344699999999,25.086136,Y,N,陳琇掬,2882-3992,2.0,2.0,臺北市,士林區,"[{'Period': '00~09', 'Fare': '10'}, {'Period': '09~22', 'Fare': '40'}, {'Period': '22~24', 'Fare': '10'}]","[{'Period': '00~01', 'Fare': '50'}, {'Period': '01~12', 'Fare': '10'}, {'Period': '12~24', 'Fare': '50'}]","[{'Xcod': '25.08575691', 'Ycod': '121.5234925', 'Address': '承德路四段'}]"
14,14.0,021,前港公園地下停車場,302482.057,2775334.64,"(25.085372331898046, 121.52028870186645)",121.52028870186643,25.08537233189805,士林區,1.0,1.0,立體式小型車531格(含身心障礙停車位11格)。,前港街45號地下,2881-7033,20.0,"計時20元(02-19時)，計時40元(19-02時)全程以半小時計費。月租：全日5,200元，日間(07-19時)2,600元。",00:00:00~23:59:59,535.0,0.0,0.0,0.0,12.0,11.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,前港公園地下停車場,臺北市士林區前港街45號地下,121.5183779,25.0853046,Y,N,蔡寶珠,2881-7033,4.0,4.0,臺北市,士林區,"[{'Period': '00~24', 'Fare': '20'}]","[{'Period': '02~02', 'Fare': '30'}, {'Period': '02~19', 'Fare': '20'}, {'Period': '19~24', 'Fare': '30'}]","[{'Xcod': '25.08592029', 'Ycod': '121.5212961', 'Address': '後港街'}]"
15,15.0,022,五分埔公園地下停車場,308568.310,2771067.69,"(25.046627191964273, 121.58044180825269)",121.5804418082527,25.046627191964273,信義區,1.0,1.0,立體式小型車210格(含身心障礙停車位4格)。,中坡北路57號地下,2760-6275,40.0,"計時：小型車周一至周四40元/時，小型車周五至周日及行政機關放假之紀念日及民俗節日50元/時，全程以半小時計費。月租：小型車全日月票4,000元，夜間月票3,000元(19-8)。",00:00:00~23:59:59,214.0,0.0,0.0,0.0,4.0,4.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,五分埔地下停車場,臺北市信義區台北市信義區中坡北路57號 地下,121.57839740000001,25.0461528,Y,N,張永正,2760-6275,2.0,2.0,臺北市,信義區,"[{'Period': '00~10', 'Fare': '10'}, {'Period': '10~24', 'Fare': '30'}]","[{'Period': '12~10', 'Fare': '10'}, {'Period': '10~12', 'Fare': '30'}, {'Period': '12~24', 'Fare': '40'}]","[{'Xcod': '25.046906', 'Ycod': '121.580389', 'Address': '中坡北路'}]"
16,16.0,023,民權公園地下停車場,306294.385,2772717.98,"(25.061612162106893, 121.55797436122941)",121.5579743612294,25.06161216210689,松山區,1.0,1.0,立體式小型車714格(含身心障礙停車位15格)。,民權東路4段180號地下,2765-5004,30.0,"計時：30元/時(08-22)，10元/時(22-08)，全程以半小時計費。月租：全日月票5,250元，日間月票2,800元(07-19)。",00:00:00~23:59:59,731.0,0.0,0.0,0.0,14.0,15.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,民權公園地下停車場,臺北市松山區台北市松山區民權東路4段180號,121.55646979999999,25.0617516,Y,N,陳巧玲,2765-5004,4.0,3.0,臺北市,松山區,"[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '30'}, {'Period': '22~24', 'Fare': '10'}]","[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '30'}, {'Period': '22~24', 'Fare': '10'}]","[{'Xcod': '25.06214', 'Ycod': '121.55877', 'Address': '民權東路四段'}]"
17,17.0,024,金華公園地下停車場,303652.309,2769153.2,"(25.029525642570363, 121.53164895314427)",121.53164895314428,25.029525642570363,大安區,1.0,1.0,立體式小型車193格(含身心障礙停車位3格)。,金華街190號地下,2357-8564,50.0,"計時：(8-22)50元/時，(22-08)10元，全程以半小時計費。月租：全日6,000元。本場提供計程車免費一小時服務。",00:00:00~23:59:59,193.0,0.0,0.0,0.0,3.0,4.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,金華公園地下停車場,臺北市大安區台北市大安區金華街190號 地下,121.52942560000001,25.0295743,Y,N,周宛薰,2357-8564,2.0,1.0,臺北市,大安區,"[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '40'}, {'Period': '22~24', 'Fare': '10'}]","[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '50'}, {'Period': '22~24', 'Fare': '10'}]","[{'Xcod': '25.02966074', 'Ycod': '121.5316351', 'Address': '青田街'}]"
18,18.0,025,古亭國中地下停車場,301525.761,2768579.65,"(25.024421517043624, 121.51055591219452)",121.51055591219452,25.024421517043624,萬華區,1.0,1.0,立體式小型車261格(含身心障礙停車位6格)。,中華路2段606巷1號地下,2339-0684,30.0,"計時：30元/時，全程以半小時計費。月租：5,250元，夜間月票2,800元(18-8)。本場提供計程車免費一小時服務。",00:00:00~23:59:59,261.0,0.0,0.0,0.0,5.0,6.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,古亭國中地下停車場,臺北市萬華區台北市萬華區中華路2段606巷1號 地下,121.515014,25.0222415,Y,N,游榮堃,2339-0684,2.0,2.0,臺北市,萬華區,"[{'Period': '00~24', 'Fare': '30'}]","[{'Period': '00~24', 'Fare': '30'}]","[{'Xcod': '25.02381492', 'Ycod': '121.5099571', 'Address': '中華路二段606巷'}]"
19,19.0,027,景華公園地下停車場,304892.459,2765362.8,"(24.995261603586147, 121.54378663640327)",121.54378663640327,24.995261603586147,文山區,1.0,1.0,立體式小型車746格(含身心障礙停車位15格)。,景華街55號地下,2930-2054,20.0,"計時：20元/時，全程以半小時計費。月租：全日4,800元/月，日間月票2,400元/月(7-19)，夜間月票1,500元/月(19-8)。",00:00:00~23:59:59,750.0,0.0,0.0,0.0,14.0,15.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,景華公園地下停車場,臺北市文山區台北市文山區景華街55號 地下,121.54160309999999,24.995172699999998,Y,N,方惠美,2930-2054,4.0,0.0,臺北市,文山區,"[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~18', 'Fare': '20'}, {'Period': '18~24', 'Fare': '10'}]","[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~18', 'Fare': '20'}, {'Period': '18~24', 'Fare': '10'}]","[{'Xcod': '24.99602387', 'Ycod': '121.5439202', 'Address': '景興路46巷'}]"
20,20.0,028,松山高中地下停車場,306917.974,2770778.19,"(25.04407662008312, 121.56407481428235)",121.56407481428236,25.04407662008312,信義區,1.0,1.0,立體式小型車226格(含身心障礙停車位5格)。,基隆路1段156號地下,2768-5492,10.0,"計時：週一至週五(0-8)10元/時、(8-20)30元/時、(20-24)10元/時，週六、日與行政機關放假之紀念日及民俗日(0-8)10元/時、(8-9)30元/時、(9-19)60元/時、(19-20)30元/時、(20-24)10元/時。月租：全日月票5,760元。",00:00:00~23:59:59,231.0,0.0,0.0,0.0,4.0,5.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,松山高中地下停車場,臺北市信義區信義區基隆路1段156號,121.5634669,25.043585399999998,Y,N,洪榮佑,2768-5492,2.0,2.0,臺北市,信義區,"[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~20', 'Fare': '30'}, {'Period': '20~24', 'Fare': '10'}]","[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~20', 'Fare': '30'}, {'Period': '20~24', 'Fare': '10'}]","[{'Xcod': '25.04405216', 'Ycod': '121.5637618', 'Address': '忠孝東路四段559巷'}]"
21,21.0,029,東湖國小地下停車場,312114.874,2773511.32,"(25.06854628680099, 121.61569872878381)",121.6156987287838,25.06854628680099,內湖區,1.0,1.0,立體式小型車358格(含身心障礙停車位7格)。立體式機車109格(含身心障礙停車位2格)。,東湖路115號之1地下,2630-6731,40.0,"計時：小型車(08-18)40元/時、(18-08)20元/時，全程以半小時計費。月租：小型車全日月票4,000元，日間月票2,000元(07-19)，夜間2,000元(19-08)，機車月票300元。計次：機車20元/次，隔日另計。",00:00:00~23:59:59,365.0,111.0,0.0,0.0,7.0,7.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,東湖國小地下停車場,臺北市內湖區台北市內湖區東湖路115號之1地下,121.6139092,25.069264,Y,N,藍蕭秋彩,2630-6731,2.0,2.0,臺北市,內湖區,"[{'Period': '00~08', 'Fare': '20'}, {'Period': '08~18', 'Fare': '30'}, {'Period': '18~24', 'Fare': '20'}]","[{'Period': '00~08', 'Fare': '20'}, {'Period': '08~18', 'Fare': '30'}, {'Period': '18~24', 'Fare': '20'}]","[{'Xcod': '25.06839168', 'Ycod': '121.6159929', 'Address': '東湖路'}]"
22,22.0,030,大稻埕公園地下停車場,301502.719,2772342.45,"(25.05839275625122, 121.51046820499641)",121.51046820499641,25.05839275625122,大同區,1.0,1.0,立體式小型車200格(含身心障礙停車位5格)。,歸綏街243號地下,2549-1705,40.0,"計時:40元(08-19)，10元/時(19-8)，全程以半小時計費。月票:全日5,760元/月，夜間2,000元(19-8)。",00:00:00~23:59:59,201.0,0.0,0.0,0.0,6.0,5.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,大稻埕公園地下停車場,臺北市大同區歸綏街243號地下,121.5083182,25.0582799,Y,N,袁金枝,2549-1705,2.0,2.0,臺北市,大同區,"[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~19', 'Fare': '30'}, {'Period': '19~24', 'Fare': '10'}]","[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~19', 'Fare': '30'}, {'Period': '19~24', 'Fare': '10'}]","[{'Xcod': '25.05833562', 'Ycod': '121.5103166', 'Address': '歸綏街'}]"
23,23.0,031,附中公園地下停車場,304723.351,2769906.87,"(25.0362913875828, 121.54229161052989)",121.54229161052989,25.036291387582803,大安區,1.0,1.0,立體式小型車118格(含身心障礙停車位4格)。,復興南路1段340巷11號地下,2701-4453,50.0,"計時：(8-21)50元/時，(21-8)10元/時，全程以半小時計費。月租：全日5,760元。本場提供計程車免費一小時服務。",00:00:00~23:59:59,118.0,0.0,0.0,0.0,2.0,4.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,附中公園地下停車場,臺北市大安區大安區復興南路一段340巷11號,121.542289,25.0362047,Y,N,陳麗莉,27014453,2.0,2.0,臺北市,大安區,"[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~21', 'Fare': '40'}, {'Period': '21~24', 'Fare': '10'}]","[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~21', 'Fare': '40'}, {'Period': '21~24', 'Fare': '10'}]","[{'Xcod': '25.03618209', 'Ycod': '121.5423053', 'Address': '復興南路一段340巷'}]"
24,24.0,032,西松高中地下停車場,307094.919,2772078.85,"(25.055812154256817, 121.56588222963546)",121.56588222963545,25.055812154256817,松山區,1.0,1.0,立體式小型車341格(含身心障礙停車位7格)。,健康路325巷19弄1號地下,2528-4554,30.0,"計時：30元/時(08-22)，10元/時(22-08)，全程以半小時計費。月租：全日月票5,250元，日間月票2,800元(07-19)，夜間月票2,450元(18-09)。",00:00:00~23:59:59,348.0,0.0,0.0,0.0,6.0,7.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,西松高中地下停車場,臺北市松山區台北市松山區健康路325巷19弄1號 地下,121.5636925,25.0557978,Y,N,楊彩櫻,2528-4554,2.0,2.0,臺北市,松山區,"[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '30'}, {'Period': '22~24', 'Fare': '10'}]","[{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '30'}, {'Period': '22~24', 'Fare': '10'}]","[{'Xcod': '25.05586333', 'Ycod': '121.5660542', 'Address': '健康路325巷19弄'}]"
25,25.0,033,進安公園地下停車場,304256.222,2770992.88,"(25.046112633565972, 121.53770541657593)",121.53770541657593,25.04611263356597,中山區,1.0,2.0,為地下三層停車場，計有150個小型車停車格,八德路2段158號地下,2542-1501,20.0,"計時20元，全程以半小時計費。全日月票4,800元/月，里民優惠月票3,840元/月(中山區朱崙里、力行里、朱園里；大安區民輝里、昌隆里)，所在里民月票3,360元/月(中山區埤頭里)。日間月票3,000元/月(07-20時)，夜間月票2,000元/月(20-07時)",00:00:00~23:59:59,154.0,0.0,0.0,0.0,3.0,3.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,進安公園地下停車場,台北市中山區八德路二段158號B1,121.53772,25.046104,N,N,呂志勇,0939888137,2.0,0.0,台北市,中山區,"[{'Period': '00~24', 'Fare': '20'}]","[{'Period': '00~24', 'Fare': '20'}]","[{'Xcod': '25.04613004', 'Ycod': '121.5377132', 'Address': '八德路二段'}]"
